CustomerID,CreditScore,Age,TenureMonths,Balance,NumOfProducts,HasCreditCard,IsActiveMember,MonthsInactive,DependentCount,EstimatedSalary,Geography,Gender,EducationLevel,MaritalStatus,CustomerChurn
102222,810,71,157,76184,3,1,1,9,3,76689,Spain,Male,Master,Married,No
102223,586,43,140,83644,1,1,0,4,4,68703,Spain,Male,Bachelor,Married,No
102224,638,30,46,8838,1,0,1,6,4,44926,France,Female,Bachelor,Single,No
102225,611,34,111,67262,3,1,1,1,0,72889,France,Female,Master,Single,No
102226,565,55,143,28418,3,1,1,3,4,89799,Spain,Male,Master,Single,No
102227,496,34,42,13695,2,0,1,5,1,69699,France,Female,Master,Divorced,No
102228,685,65,7,48562,3,1,1,7,0,63803,Germany,Female,Bachelor,Married,No
102229,517,31,2,9830,3,1,0,9,4,26503,Spain,Female,High School,Married,Yes
102230,441,62,124,70711,3,0,1,5,4,38738,Germany,Female,Master,Married,Yes
102231,702,23,11,2439,1,1,1,5,1,45625,France,Female,High School,Married,No
102232,408,52,83,159869,2,0,1,5,1,38026,France,Female,Bachelor,Married,No
102233,408,63,15,3729,1,1,0,3,0,56713,Spain,Male,Bachelor,Single,Yes
102234,653,31,77,43309,3,1,1,2,2,41429,Spain,Female,Bachelor,Married,No
102235,518,64,58,116239,2,1,1,0,1,77325,Spain,Female,Bachelor,Married,Yes
102236,618,25,176,599,3,0,1,1,4,52025,France,Male,High School,Married,No
102237,712,32,62,34509,1,0,1,1,0,37687,France,Male,PhD,Married,No
102238,394,71,48,21540,1,1,0,9,2,41546,Germany,Male,High School,Married,Yes
102239,694,44,50,43415,3,1,1,6,0,61368,France,Female,High School,Single,No
102240,530,30,32,12774,2,1,1,10,4,54357,Spain,Male,Bachelor,Married,Yes
102241,519,66,29,3355,1,0,1,5,2,60835,France,Male,Master,Single,No
102242,705,48,75,49166,3,1,1,7,2,55069,Germany,Female,Bachelor,Divorced,No
102243,540,70,14,26965,4,1,1,8,1,94360,Germany,Male,Bachelor,Single,No
102244,504,73,81,48707,3,1,0,4,3,77132,France,Female,Bachelor,Married,Yes
102245,771,52,91,11820,3,1,0,10,4,42798,Germany,Female,High School,Single,No
102246,537,23,22,20681,2,1,1,2,3,21086,France,Female,Bachelor,Single,No
102247,356,22,93,41240,3,0,0,3,4,52801,France,Female,Bachelor,Married,Yes
102248,482,39,44,44961,4,1,1,10,0,37258,France,Female,Master,Divorced,No
102249,584,66,61,23286,3,0,1,7,3,25430,Germany,Female,High School,Married,Yes
102250,394,40,14,16429,4,1,1,2,2,72769,Spain,Female,High School,Single,No
102251,663,42,45,15990,1,1,0,1,1,59793,France,Female,Bachelor,Married,Yes
102252,598,51,63,9600,3,1,1,6,4,82451,France,Male,Bachelor,Single,No
102253,848,43,173,19682,2,1,1,3,1,58522,France,Male,Bachelor,Married,Yes
102254,380,64,171,11122,3,1,1,7,4,55629,France,Female,High School,Single,No
102255,372,22,74,50231,4,1,1,0,2,34509,Spain,Female,High School,Married,No
102256,775,43,156,42090,4,0,0,7,2,47480,Spain,Female,Master,Single,No
102257,743,37,51,24111,2,1,1,4,2,24113,Germany,Female,Bachelor,Single,No
102258,509,23,87,19714,4,1,1,11,2,80779,Germany,Female,Bachelor,Married,Yes
102259,712,23,56,13565,3,1,1,1,2,33663,France,Male,Bachelor,Divorced,No
102260,786,67,82,38335,4,0,1,0,1,64414,Germany,Male,Bachelor,Single,No
102261,507,35,65,125605,3,0,0,5,0,55066,Spain,Female,Bachelor,Single,No
102262,388,21,149,57871,3,1,0,8,3,67773,France,Male,Bachelor,Married,Yes
102263,764,34,19,68210,4,1,1,8,1,60689,France,Male,High School,Married,No
102264,431,74,32,89902,2,0,1,8,3,33545,France,Female,Bachelor,Divorced,No
102265,705,31,71,21665,1,0,0,10,0,53346,France,Female,High School,Single,No
102266,607,31,24,3247,2,0,1,3,4,85335,Germany,Female,Bachelor,Single,No
102267,555,30,45,48717,1,1,1,5,0,43537,Spain,Male,Bachelor,Single,No
102268,426,24,72,10454,2,1,0,11,0,83150,Germany,Female,High School,Married,Yes
102269,826,61,97,42087,3,1,1,9,4,73233,Spain,Female,Bachelor,Married,No
102270,361,72,56,67260,3,0,0,5,3,62786,Germany,Female,High School,Married,Yes
102271,644,32,86,76540,4,1,1,4,2,45215,Spain,Male,Master,Divorced,No
102272,799,36,132,17965,1,0,1,1,4,65449,Germany,Male,High School,Single,No
102273,573,60,54,35916,1,1,0,6,4,49794,France,Female,PhD,Married,No
102274,362,64,60,48506,4,1,1,0,0,82092,France,Female,Bachelor,Married,No
102275,395,61,88,85596,2,1,1,5,4,34252,Germany,Male,High School,Married,No
102276,504,52,7,71646,4,1,0,4,1,66160,France,Male,High School,Married,No
102277,462,34,15,221040,2,1,1,4,2,60575,France,Female,High School,Married,No
102278,582,52,175,406,4,1,1,7,0,66571,France,Female,High School,Married,No
102279,366,36,115,28767,1,1,1,8,3,74356,France,Male,High School,Married,No
102280,709,37,60,14789,1,0,1,6,3,42235,Spain,Male,High School,Single,Yes
102281,572,53,14,6386,2,1,0,9,3,42217,Germany,Male,High School,Married,No
102282,703,52,149,121246,1,0,0,7,3,64307,Germany,Male,Bachelor,Married,No
102283,537,49,130,309791,1,1,1,1,3,79293,France,Male,Bachelor,Single,No
102284,797,65,101,9959,1,0,1,1,0,55016,Spain,Female,Bachelor,Married,No
102285,693,61,53,1960,1,0,1,11,1,88758,Spain,Female,High School,Married,No
102286,714,57,13,16083,3,1,1,7,1,54001,France,Female,Master,Married,Yes
102287,512,41,35,90049,4,1,1,5,3,45768,Spain,Male,Bachelor,Married,Yes
102288,845,34,104,17399,4,1,1,7,1,69085,Spain,Female,Bachelor,Married,No
102289,675,24,81,2929,3,0,1,8,2,49077,Germany,Female,High School,Married,No
102290,816,60,66,2696,1,0,0,8,1,49326,Germany,Female,Bachelor,Single,No
102291,763,67,9,27880,4,1,0,10,4,65200,France,Female,Bachelor,Single,No
102292,804,18,48,134284,4,1,0,5,3,78637,Germany,Male,Master,Single,Yes
102293,423,52,110,16838,4,1,1,7,4,66047,France,Female,Master,Single,Yes
102294,582,49,64,27857,2,1,0,1,4,62166,France,Male,Bachelor,Married,Yes
102295,573,53,56,5376,3,1,0,7,3,98472,France,Female,Master,Divorced,No
102296,831,30,26,34019,2,1,0,2,0,73929,Germany,Male,Bachelor,Single,No
102297,668,23,112,59626,2,1,0,0,1,53230,Spain,Female,High School,Divorced,No
102298,761,31,132,15814,3,1,0,6,2,82054,France,Female,Bachelor,Married,Yes
102299,409,54,70,17599,4,0,0,0,0,55210,France,Male,High School,Single,Yes
102300,684,65,82,92250,2,0,1,10,2,72071,Spain,Male,Bachelor,Single,No
102301,571,32,56,521,4,1,0,0,3,70803,Germany,Male,High School,Married,No
102302,386,64,119,50595,2,0,1,0,1,60053,France,Male,High School,Married,No
102303,826,21,92,25034,4,0,0,3,0,45517,France,Female,Bachelor,Single,Yes
102304,627,57,14,17718,1,1,1,11,3,59449,Spain,Female,High School,Single,No
102305,545,33,110,53588,1,1,1,11,0,50518,Germany,Male,Bachelor,Married,Yes
102306,753,45,100,89990,1,1,1,3,4,65266,Spain,Female,Bachelor,Single,No
102307,701,33,118,40867,3,1,1,9,1,68450,Spain,Female,PhD,Married,No
102308,833,21,75,1579,1,1,0,10,1,20588,France,Female,Bachelor,Single,Yes
102309,591,62,157,30939,2,1,0,5,3,66753,Germany,Male,Bachelor,Married,No
102310,673,43,19,31066,4,0,1,11,3,118506,France,Female,Master,Married,No
102311,568,45,164,39241,4,1,1,9,3,53665,Germany,Female,High School,Married,No
102312,541,49,130,55579,4,1,1,11,1,79778,France,Male,Master,Single,No
102313,366,62,72,975,4,1,1,2,4,74839,Spain,Male,Bachelor,Single,No
102314,361,19,121,34859,2,1,1,9,1,27154,France,Female,High School,Married,Yes
102315,755,48,40,44374,4,1,1,5,3,69954,Germany,Female,High School,Single,No
102316,750,20,166,21030,2,1,1,6,2,43187,France,Male,Bachelor,Married,No
102317,743,71,153,55186,2,1,1,10,4,56050,France,Female,High School,Married,No
102318,723,25,129,12950,4,1,0,0,1,30814,France,Male,High School,Married,No
102319,542,41,22,19090,4,1,1,5,2,68846,France,Female,Bachelor,Single,No
102320,371,32,22,164512,4,1,0,9,4,53179,Spain,Male,High School,Married,No
102321,823,60,143,21391,2,1,1,0,1,86906,France,Male,Bachelor,Married,No
102322,469,48,8,21271,3,1,1,6,3,32808,Spain,Female,High School,Single,No
102323,559,26,12,45278,2,0,1,9,1,78174,Spain,Male,High School,Single,No
102324,655,56,155,176980,3,0,1,4,4,68427,Germany,Female,Bachelor,Single,No
102325,619,62,154,203964,4,1,0,9,3,42833,Germany,Female,Bachelor,Married,No
102326,541,19,50,43334,2,1,0,3,0,29088,France,Female,Master,Married,No
102327,524,25,63,54,4,0,0,0,2,54202,Germany,Female,Bachelor,Married,No
102328,634,24,51,115459,3,1,1,8,3,64733,France,Female,Master,Married,No
102329,553,73,37,42226,3,1,1,6,3,38689,France,Male,High School,Married,No
102330,513,61,99,22785,2,1,1,1,4,41020,Germany,Female,Bachelor,Divorced,No
102331,600,68,145,88362,2,0,1,3,4,79809,Germany,Female,Bachelor,Married,No
102332,576,56,50,25527,2,1,1,3,2,44370,Germany,Female,Bachelor,Married,No
102333,785,59,136,1732,2,1,1,7,4,71598,Germany,Male,PhD,Married,No
102334,730,74,140,86039,1,1,1,1,3,84377,France,Male,Bachelor,Single,No
102335,809,33,167,39467,1,0,0,10,2,43915,France,Male,Bachelor,Single,No
102336,356,52,54,20635,4,1,1,4,2,35010,Spain,Male,Master,Married,No
102337,378,47,108,14444,3,0,0,9,1,77440,Germany,Female,High School,Married,No
102338,744,27,170,45045,3,1,1,7,3,54024,Spain,Female,High School,Single,No
102339,382,55,43,11663,4,0,1,5,3,51224,Germany,Male,Bachelor,Married,No
102340,483,35,109,19567,4,1,0,3,4,88573,France,Male,High School,Married,Yes
102341,716,67,160,50603,4,0,0,4,3,54643,Germany,Male,Bachelor,Married,No
102342,428,22,151,106661,1,0,0,1,4,65553,Spain,Male,PhD,Single,No
102343,765,70,163,38060,4,1,0,4,3,27770,Germany,Female,High School,Divorced,No
102344,784,46,127,71170,3,1,1,2,1,58473,Spain,Male,Bachelor,Married,No
102345,808,56,104,71998,4,1,0,11,3,42374,Germany,Female,High School,Married,Yes
102346,407,51,9,54585,2,1,0,2,1,49861,Germany,Female,High School,Married,No
102347,820,60,99,14107,3,1,1,6,3,48683,France,Male,High School,Married,Yes
102348,375,62,147,100791,3,0,1,2,3,86028,Spain,Female,Bachelor,Married,No
102349,831,40,108,28659,3,1,1,3,0,46737,Spain,Female,High School,Divorced,No
102350,779,22,107,2261,1,1,1,6,3,49305,France,Male,Bachelor,Divorced,Yes
102351,575,47,139,14026,1,1,1,2,1,90691,Spain,Female,Bachelor,Single,No
102352,634,23,145,72525,3,0,0,9,2,52863,Spain,Male,Bachelor,Single,No
102353,353,73,93,3582,2,1,1,9,1,47591,France,Male,High School,Single,No
102354,814,63,62,7971,3,0,1,1,3,82001,France,Male,High School,Married,No
102355,448,61,83,59246,1,1,0,9,4,60319,Germany,Female,Bachelor,Single,No
102356,746,21,24,111560,2,0,1,6,0,61755,France,Female,Master,Single,No
102357,838,46,11,50220,3,0,1,4,4,65978,Spain,Male,Bachelor,Divorced,No
102358,388,40,148,12570,1,1,1,0,0,86792,France,Male,Bachelor,Married,No
102359,620,23,24,2745,2,1,1,11,0,39321,Spain,Female,Master,Married,No
102360,724,49,10,47742,4,1,1,9,4,82888,Spain,Female,High School,Divorced,Yes
102361,634,59,63,2428,4,0,1,7,3,30126,Spain,Male,Bachelor,Single,No
102362,506,35,125,47431,3,0,1,2,1,43693,Germany,Female,Bachelor,Married,No
102363,424,32,49,12782,4,1,1,10,4,42067,Germany,Female,High School,Single,No
102364,721,57,88,117513,1,1,0,6,2,57179,Germany,Female,PhD,Married,No
102365,637,49,98,32227,2,0,0,5,0,44996,Spain,Female,Bachelor,Single,No
102366,479,26,115,12676,3,1,0,9,1,85420,Germany,Female,High School,Single,Yes
102367,524,54,95,95916,2,0,0,11,2,70402,France,Male,High School,Single,No
102368,811,27,176,14654,2,1,1,5,1,59708,Germany,Male,Bachelor,Married,No
102369,433,37,13,18307,2,0,1,7,3,42436,Germany,Male,Bachelor,Divorced,No
102370,371,23,0,89872,1,0,1,11,2,88027,Germany,Male,PhD,Single,No
102371,808,65,24,18466,3,0,1,3,4,61967,Germany,Male,Bachelor,Married,Yes
102372,376,73,71,26396,4,0,1,3,1,54984,France,Male,Bachelor,Married,No
102373,544,20,68,21360,2,0,1,11,4,57279,Spain,Female,High School,Married,Yes
102374,686,59,132,6188,2,1,1,2,4,55562,France,Female,High School,Divorced,No
102375,731,28,104,1984,2,0,0,0,1,76922,Spain,Male,Bachelor,Single,No
102376,585,60,146,64466,1,0,1,9,1,82607,France,Female,Master,Single,No
102377,789,34,22,51801,4,0,1,2,0,41481,Spain,Male,Bachelor,Single,No
102378,441,49,8,16590,2,1,0,0,0,46954,Spain,Male,Bachelor,Married,No
102379,826,21,117,17520,1,1,1,5,2,47952,Spain,Male,Bachelor,Single,Yes
102380,370,21,93,145026,1,1,0,7,2,66397,Germany,Female,Bachelor,Single,No
102381,652,34,177,219791,2,1,0,2,2,79961,Spain,Female,High School,Married,No
102382,813,58,143,32069,2,0,0,11,0,32539,Germany,Female,Bachelor,Single,No
102383,706,36,32,81089,1,0,1,3,4,39073,France,Female,Bachelor,Married,No
102384,792,22,129,66720,1,1,1,4,3,53128,France,Male,Bachelor,Divorced,No
102385,433,49,13,17643,2,1,1,6,3,70675,France,Female,Bachelor,Married,No
102386,611,39,0,3017,1,1,0,11,1,41181,France,Female,High School,Married,No
102387,496,73,89,7690,1,1,1,10,0,52279,Germany,Female,Bachelor,Single,Yes
102388,790,23,88,91099,2,1,1,5,1,45571,Spain,Male,Bachelor,Married,Yes
102389,802,52,143,65692,2,1,1,1,3,75150,France,Male,High School,Married,No
102390,736,39,89,54582,3,0,0,6,1,57809,Germany,Female,Bachelor,Married,No
102391,606,18,174,7000,4,0,0,7,0,45426,France,Female,Bachelor,Married,No
102392,407,37,171,51073,2,1,0,11,0,36473,France,Female,Master,Married,Yes
102393,729,39,13,73954,2,0,1,0,0,52079,Germany,Male,Master,Single,No
102394,771,65,151,98521,2,1,0,5,3,54721,Germany,Female,Bachelor,Single,Yes
102395,364,72,110,666,4,1,0,10,0,76946,Spain,Male,High School,Married,Yes
102396,511,28,142,57676,3,1,0,8,2,80363,Spain,Male,Bachelor,Single,No
102397,794,30,82,964,1,0,1,6,2,36338,Germany,Female,Bachelor,Married,No
102398,512,59,71,61357,4,1,1,4,0,79691,France,Male,Bachelor,Married,No
102399,669,20,161,50478,2,1,1,9,2,74252,France,Female,High School,Married,No
102400,846,26,129,8029,2,1,1,10,0,49379,France,Female,Bachelor,Married,No
102401,630,29,26,72648,3,0,0,9,3,75159,France,Female,Bachelor,Married,No
102402,629,40,73,3540,3,0,0,8,2,44157,Germany,Female,High School,Married,Yes
102403,361,31,98,87550,3,1,0,1,3,68113,France,Male,PhD,Married,Yes
102404,623,50,71,15186,1,1,0,6,2,108505,Germany,Female,Bachelor,Married,Yes
102405,620,35,22,58374,4,1,1,8,4,64611,France,Female,Bachelor,Divorced,No
102406,841,66,67,128647,4,1,1,1,4,53164,Spain,Male,Bachelor,Married,No
102407,557,58,141,20763,3,1,1,10,3,33724,Spain,Male,High School,Single,No
102408,376,26,116,34948,1,1,0,9,2,61642,Spain,Female,Bachelor,Married,Yes
102409,421,40,105,31099,4,0,0,5,4,79958,Spain,Male,High School,Married,No
102410,409,27,92,8576,2,1,0,8,0,45813,Germany,Female,Master,Married,Yes
102411,779,36,64,44618,2,0,1,2,1,70819,Spain,Female,Bachelor,Married,No
102412,822,64,67,67934,2,0,0,7,4,54734,Germany,Female,High School,Married,No
102413,494,22,127,124370,4,0,1,4,4,52031,Spain,Male,Bachelor,Single,No
102414,442,64,62,95124,3,1,1,6,0,69786,Spain,Female,Bachelor,Single,No
102415,658,69,112,35669,2,0,1,11,4,22136,France,Male,Bachelor,Married,No
102416,357,40,89,63473,3,0,0,2,4,56173,France,Male,Bachelor,Married,No
102417,428,47,80,80668,1,1,0,7,4,79741,Germany,Female,High School,Single,Yes
102418,376,42,102,34010,2,0,0,1,2,56304,Germany,Female,Master,Married,Yes
102419,523,45,159,6133,1,1,1,7,4,60140,Spain,Female,High School,Single,No
102420,399,51,115,28807,3,1,0,1,1,57346,Spain,Male,Bachelor,Married,No
102421,849,62,12,92410,4,1,1,6,2,98252,Germany,Male,High School,Married,No
102422,548,73,123,45396,3,0,1,1,2,67697,Germany,Female,High School,Married,No
102423,736,65,146,64451,2,0,0,6,3,34479,Germany,Male,Bachelor,Single,No
102424,698,64,151,10245,2,1,0,0,4,42681,Spain,Male,High School,Married,No
102425,797,42,87,166683,3,1,0,5,1,61879,Spain,Male,Master,Divorced,No
102426,777,27,10,25882,2,0,0,9,1,85157,France,Female,Bachelor,Married,Yes
102427,530,31,14,53013,2,1,0,6,3,73222,France,Female,Master,Married,Yes
102428,373,59,9,953,1,1,1,3,1,79847,Spain,Male,Bachelor,Married,No
102429,665,74,40,6809,4,0,1,10,2,37405,Germany,Male,High School,Single,Yes
102430,727,63,154,76171,3,1,0,10,0,72616,Spain,Female,Bachelor,Single,No
102431,736,47,72,172053,1,0,1,0,2,45244,France,Male,High School,Married,Yes
102432,753,72,51,19287,2,1,0,11,0,57600,Germany,Male,Bachelor,Single,No
102433,395,58,127,1894,1,1,1,5,1,77002,France,Female,Bachelor,Single,No
102434,364,42,27,22382,4,0,1,3,4,48628,France,Female,Bachelor,Married,Yes
102435,502,31,64,881,3,1,1,2,0,31194,France,Female,High School,Married,No
102436,571,52,16,10683,4,1,0,3,2,52638,France,Male,Master,Married,No
102437,555,69,94,69812,4,1,1,5,2,62421,Spain,Female,Bachelor,Single,No
102438,804,65,171,138301,1,1,1,4,2,73658,Spain,Male,Bachelor,Divorced,No
102439,622,51,137,4576,1,1,0,1,2,42218,France,Female,High School,Single,Yes
102440,731,27,62,40811,4,1,1,1,3,48918,France,Female,Bachelor,Married,No
102441,585,52,174,14644,2,0,1,2,1,64304,Germany,Female,Bachelor,Single,Yes
102442,689,28,37,7486,3,0,0,10,4,70916,France,Female,Master,Married,No
102443,577,28,69,12358,2,1,1,5,3,64058,Germany,Female,Bachelor,Divorced,No
102444,358,38,103,43109,2,1,1,11,1,57069,Spain,Female,Bachelor,Married,No
102445,515,38,52,3368,3,0,0,0,0,45209,Spain,Male,High School,Single,No
102446,781,39,171,28477,1,1,0,10,3,77743,Germany,Female,Master,Married,Yes
102447,793,62,118,7264,2,1,0,6,3,84271,Spain,Male,Bachelor,Married,Yes
102448,668,24,73,15919,1,1,0,7,3,48311,Spain,Female,Master,Single,Yes
102449,563,72,53,10583,3,0,0,6,3,50512,Spain,Male,Bachelor,Married,Yes
102450,466,34,19,107269,2,1,0,10,0,73673,France,Male,High School,Single,No
102451,735,19,78,61552,1,1,0,2,2,63346,Spain,Male,Bachelor,Married,No
102452,693,29,30,101423,1,1,1,5,3,71638,France,Female,Bachelor,Single,Yes
102453,421,74,134,24182,2,0,1,3,1,65420,Germany,Male,High School,Single,Yes
102454,744,59,57,18801,3,1,0,4,2,67594,Germany,Female,High School,Divorced,No
102455,413,35,104,23949,4,1,0,2,0,51856,Germany,Male,Master,Single,No
102456,554,71,9,936,1,1,0,4,4,20040,Germany,Female,High School,Single,No
102457,558,28,9,64495,3,0,0,5,0,63867,Germany,Male,Master,Married,No
102458,421,33,38,21522,2,1,0,7,4,73798,Spain,Male,High School,Single,Yes
102459,626,66,155,18795,1,0,1,11,1,65717,Spain,Female,PhD,Married,No
102460,623,68,157,45583,1,0,0,5,4,45080,Spain,Male,PhD,Married,Yes
102461,827,35,36,28657,1,0,0,8,3,48424,France,Male,Bachelor,Divorced,Yes
102462,669,52,118,197755,3,0,1,9,2,109142,Spain,Male,PhD,Married,No
102463,687,70,66,22022,1,1,1,9,2,67035,France,Male,Master,Divorced,No
102464,715,43,42,47582,1,0,1,9,3,13045,France,Female,High School,Married,No
102465,844,33,51,18673,2,1,1,9,2,48515,France,Male,Master,Single,No
102466,444,23,100,233326,1,1,0,3,0,55659,Spain,Female,High School,Single,No
102467,515,74,55,29449,3,1,1,1,3,35233,Germany,Female,High School,Married,No
102468,381,61,75,50274,2,1,1,11,3,57403,Spain,Male,Bachelor,Married,Yes
102469,360,60,67,6775,4,1,0,8,2,50142,Spain,Male,High School,Single,Yes
102470,650,64,136,66030,2,1,1,10,4,63917,Spain,Female,High School,Divorced,No
102471,566,64,105,15681,1,1,1,2,1,54304,Spain,Male,PhD,Single,No
102472,638,65,124,29766,4,1,1,10,4,45999,France,Male,PhD,Married,Yes
102473,451,59,91,107336,2,1,1,6,0,53223,Spain,Female,Master,Married,No
102474,774,29,22,176257,1,1,1,3,3,76941,Spain,Female,Bachelor,Married,No
102475,741,30,108,27632,2,1,0,11,3,61282,Spain,Male,Master,Single,Yes
102476,616,21,60,90031,3,1,1,11,0,55696,Spain,Male,High School,Married,No
102477,563,56,167,2741,1,0,0,0,1,67025,Spain,Male,Master,Single,No
102478,528,71,43,94054,3,0,0,7,3,59968,Germany,Male,Bachelor,Married,No
102479,437,19,151,49646,1,1,1,11,4,37869,Spain,Female,Master,Married,No
102480,390,43,178,33541,3,0,0,3,0,73731,Germany,Female,Bachelor,Married,Yes
102481,750,44,160,110347,4,1,1,10,3,47513,France,Male,PhD,Single,No
102482,425,44,15,93325,3,0,0,5,4,53149,France,Female,Master,Married,No
102483,726,32,21,17616,2,1,0,6,0,29728,France,Female,Master,Married,No
102484,395,25,56,78388,1,1,1,7,0,76439,France,Female,Bachelor,Married,No
102485,509,24,61,5240,2,0,0,9,0,62493,Spain,Male,Master,Single,No
102486,812,64,106,86514,3,1,1,1,1,65697,Spain,Female,Master,Single,No
102487,429,72,70,56267,1,1,0,8,0,76276,France,Male,High School,Married,Yes
102488,659,63,89,4598,3,1,0,9,2,76448,France,Female,Bachelor,Divorced,Yes
102489,435,57,71,57455,4,1,0,2,2,45914,Spain,Female,High School,Married,Yes
102490,441,29,69,43437,4,0,0,0,0,60242,France,Male,Master,Divorced,No
102491,497,30,29,45138,4,1,0,1,3,58283,France,Male,High School,Married,No
102492,510,60,102,17185,3,0,1,7,2,56388,France,Male,PhD,Married,No
102493,551,34,150,15496,3,1,1,9,4,43910,Spain,Male,Bachelor,Single,Yes
102494,773,34,31,71887,4,1,0,5,4,88501,France,Male,High School,Married,Yes
102495,765,73,85,14840,3,1,0,10,3,80283,Spain,Male,Master,Married,Yes
102496,591,53,56,29553,2,1,1,0,4,68868,France,Male,High School,Married,No
102497,702,38,108,59338,3,1,1,10,3,87136,Germany,Female,Bachelor,Married,Yes
102498,351,25,8,4148,2,0,1,8,4,69489,Germany,Female,Master,Single,No
102499,574,22,30,45138,4,1,1,6,0,53938,France,Female,High School,Married,No
102500,638,43,70,44504,3,1,1,9,4,51570,France,Male,Bachelor,Single,No
102501,582,33,136,57637,4,0,1,10,0,67714,France,Female,Bachelor,Single,Yes
102502,810,53,12,23096,1,1,1,2,4,32437,France,Male,PhD,Single,No
102503,763,45,130,29799,3,1,0,6,4,77334,France,Female,High School,Single,Yes
102504,766,71,34,20022,3,0,0,5,4,27431,Spain,Male,High School,Married,Yes
102505,426,46,20,82557,4,1,0,2,0,82047,Spain,Male,Bachelor,Married,No
102506,465,64,63,6998,4,1,1,7,4,69934,Spain,Male,Bachelor,Single,Yes
102507,503,29,94,164780,4,0,0,0,4,99015,Spain,Female,Bachelor,Married,No
102508,755,54,179,50370,1,1,1,4,1,63602,France,Female,High School,Single,No
102509,452,47,33,108977,1,1,1,7,0,73119,Germany,Female,Bachelor,Single,No
102510,543,40,120,27776,4,1,1,2,2,73940,Germany,Male,Master,Married,Yes
102511,515,33,162,20194,3,1,0,10,3,42288,France,Female,High School,Single,Yes
102512,708,31,14,115493,3,1,0,9,1,38653,France,Female,High School,Married,No
102513,439,27,119,5205,4,1,0,10,4,41324,Spain,Female,Bachelor,Single,Yes
102514,523,24,95,6228,2,0,0,11,2,59345,Spain,Female,High School,Married,No
102515,471,62,5,17787,1,1,0,5,2,59855,Germany,Male,Bachelor,Single,Yes
102516,847,69,108,160663,1,0,1,9,4,60681,France,Male,High School,Single,No
102517,492,54,96,50129,2,1,1,10,4,69883,France,Male,Bachelor,Single,No
102518,831,46,31,40394,4,1,1,1,1,45143,Spain,Female,Bachelor,Married,No
102519,455,20,179,61099,3,0,1,8,0,76780,Germany,Male,High School,Single,No
102520,724,32,82,27019,3,1,1,1,1,68611,France,Male,Master,Single,No
102521,777,53,155,70956,1,1,0,4,0,91614,Spain,Male,Master,Single,No
102522,654,64,117,24980,2,0,0,2,2,68619,Spain,Female,Bachelor,Married,No
102523,709,63,78,87539,3,0,0,9,3,58611,France,Male,Bachelor,Single,Yes
102524,808,69,77,15551,1,1,1,11,4,102950,Germany,Female,High School,Single,No
102525,666,36,146,16255,3,0,1,8,1,58321,France,Male,Bachelor,Divorced,No
102526,800,30,106,36947,3,1,1,8,2,65790,Spain,Female,Bachelor,Single,No
102527,472,59,125,28173,3,1,0,6,1,68691,France,Male,High School,Married,Yes
102528,739,38,14,52223,1,1,1,9,0,78621,Spain,Female,High School,Divorced,Yes
102529,358,54,133,22651,2,0,1,4,4,61710,France,Female,High School,Single,No
102530,611,44,72,13104,4,1,1,8,0,115341,France,Female,High School,Married,No
102531,422,72,100,31726,2,0,1,6,0,48534,Spain,Female,Bachelor,Single,Yes
102532,708,69,97,41158,3,1,1,1,0,89792,France,Female,Master,Divorced,No
102533,572,46,165,7693,2,1,1,9,2,30753,France,Male,Master,Divorced,No
102534,765,37,25,40678,3,1,1,0,4,40309,France,Female,Bachelor,Single,No
102535,390,42,91,19229,1,1,1,9,3,28875,Spain,Male,Bachelor,Single,No
102536,719,23,124,24916,1,1,1,9,1,41496,Germany,Female,Bachelor,Married,No
102537,553,53,178,16378,1,1,1,3,0,27280,France,Male,Bachelor,Divorced,No
102538,613,19,72,133981,3,0,1,9,4,62164,France,Male,Bachelor,Single,No
102539,677,39,122,57496,2,1,1,7,1,42142,France,Male,High School,Divorced,Yes
102540,527,49,52,15222,4,0,1,5,4,90296,Spain,Female,Bachelor,Married,Yes
102541,697,33,77,51786,4,1,1,1,1,70053,France,Male,Bachelor,Single,No
102542,667,35,91,94382,1,1,0,4,4,61333,France,Female,High School,Married,No
102543,433,22,87,25677,4,1,1,8,3,65315,France,Female,High School,Single,Yes
102544,667,71,12,88585,3,1,1,5,4,72921,Spain,Male,High School,Married,No
102545,460,53,42,8386,2,0,1,5,4,83854,Germany,Female,Bachelor,Single,No
102546,600,47,75,86519,4,1,1,6,0,50055,Spain,Male,Bachelor,Married,No
102547,732,62,50,38858,4,0,1,10,0,46368,Germany,Female,High School,Married,Yes
102548,356,36,18,12614,2,0,1,4,0,68296,France,Male,High School,Married,No
102549,808,40,148,26140,4,0,0,2,4,91379,France,Female,High School,Married,Yes
102550,433,51,121,221113,2,1,1,2,3,32762,Germany,Male,Master,Married,Yes
102551,557,30,23,76521,3,1,0,4,1,67984,Germany,Female,High School,Divorced,No
102552,737,60,25,42793,3,1,0,3,0,85819,Germany,Female,High School,Married,Yes
102553,739,71,172,6118,3,0,1,4,2,72313,Germany,Male,Bachelor,Married,No
102554,663,46,155,27048,1,1,1,8,4,66640,Spain,Female,High School,Single,No
102555,371,53,119,15262,3,1,1,4,3,70807,Spain,Female,Bachelor,Single,No
102556,759,39,81,3682,4,1,0,3,3,96068,Germany,Female,High School,Single,Yes
